Name,Reference,Description,Owner,Documents,Controls
MA-05.E01 Maintenance Personnel | Individuals Without Appropriate Access,"VA Handbook 6500, Appendix F","VA Handbook 6500, Appendix F",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 Maintenance, question - MA-05.E01 Maintenance Personnel | Individuals Without Appropriate Access"
MA-05.E01 Maintenance Personnel | Individuals Without Appropriate Access,VAEC_AWS_SSP_25Apr2018,VAEC_AWS_SSP_25Apr2018,Badhan S. Mandal,1_VAEC_AWS_SSP_25Apr2018.pdf,"Survey - 3-2 Maintenance, question - MA-05.E01 Maintenance Personnel | Individuals Without Appropriate Access"
MA-06.1 Timely Maintenance,"VA Handbook 6500, Appendix F,","VA Handbook 6500, Appendix F,",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 Maintenance, question - MA-06.1 Timely Maintenance"
MA-06.1 Timely Maintenance,VAEC_AWS_SSP_25Apr2018,VAEC_AWS_SSP_25Apr2018,Badhan S. Mandal,1_VAEC_AWS_SSP_25Apr2018.pdf,"Survey - 3-2 Maintenance, question - MA-06.1 Timely Maintenance"
MP-01.1 Media Protection Policy And Procedures,Inherited from VA EO,Inherited from VA EO,Badhan S. Mandal,Inherited from VA EO.docx,"Survey - 3-2 Media Protection, question - MP-01.1 Media Protection Policy And Procedures"
MP-01.1 Media Protection Policy And Procedures,"VA Handbook 6500, Appendix F,","VA Handbook 6500, Appendix F,",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 Media Protection, question - MP-01.1 Media Protection Policy And Procedures"
MP-01.1 Media Protection Policy And Procedures,VAEC_AWS_SSP_25Apr2018,VAEC_AWS_SSP_25Apr2018,Badhan S. Mandal,1_VAEC_AWS_SSP_25Apr2018.pdf,"Survey - 3-2 Media Protection, question - MP-01.1 Media Protection Policy And Procedures"
MP-01.1 Media Protection Policy And Procedures,VA Directive 6330,VA Directive 6330,Badhan S. Mandal,VA Directive 6330.pdf,"Survey - 3-2 Media Protection, question - MP-01.1 Media Protection Policy And Procedures"
MP-01.1 Media Protection Policy And Procedures,VA Handbook 6330,VA Handbook 6330,Badhan S. Mandal,VA Handbook 6330.pdf,"Survey - 3-2 Media Protection, question - MP-01.1 Media Protection Policy And Procedures"
MP-01.1 Media Protection Policy And Procedures,MP_Media_Protection_SOP,MP_Media_Protection_SOP,Badhan S. Mandal,MP_Media_Protection_SOP.pdf,"Survey - 3-2 Media Protection, question - MP-01.1 Media Protection Policy And Procedures"
MP-02.1 Media Access,"VA Handbook 6500, Appendix F","VA Handbook 6500, Appendix F",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 Media Protection, question - MP-02.1 Media Access"
MP-02.1 Media Access,VAEC_AWS_SSP_25Apr2018,VAEC_AWS_SSP_25Apr2018,Badhan S. Mandal,1_VAEC_AWS_SSP_25Apr2018.pdf,"Survey - 3-2 Media Protection, question - MP-02.1 Media Access"
MP-03.1 Media Marking,"VA Handbook 6500, Appendix F","VA Handbook 6500, Appendix F",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 Media Protection, question - MP-03.1 Media Marking"
MP-03.1 Media Marking,VAEC_AWS_SSP_25Apr2018,VAEC_AWS_SSP_25Apr2018,Badhan S. Mandal,1_VAEC_AWS_SSP_25Apr2018.pdf,"Survey - 3-2 Media Protection, question - MP-03.1 Media Marking"
MP-04.1 Media Storage,"VA Handbook 6500, Appendix F","VA Handbook 6500, Appendix F",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 Media Protection, question - MP-04.1 Media Storage"
MP-04.1 Media Storage,VAEC_AWS_SSP_25Apr2018,VAEC_AWS_SSP_25Apr2018,Badhan S. Mandal,1_VAEC_AWS_SSP_25Apr2018.pdf,"Survey - 3-2 Media Protection, question - MP-04.1 Media Storage"
MP-05.1 Media Transport,"VA Handbook 6500, Appendix F","VA Handbook 6500, Appendix F",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 Media Protection, question - MP-05.1 Media Transport"
MP-05.1 Media Transport,VAEC_AWS_SSP_25Apr2018,VAEC_AWS_SSP_25Apr2018,Badhan S. Mandal,1_VAEC_AWS_SSP_25Apr2018.pdf,"Survey - 3-2 Media Protection, question - MP-05.1 Media Transport"
MP-05.E04 Media Transport | Cryptographic Protection,"VA Handbook 6500, Appendix F","VA Handbook 6500, Appendix F",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 Media Protection, question - MP-05.E04 Media Transport | Cryptographic Protection"
MP-05.E04 Media Transport | Cryptographic Protection,VAEC_AWS_SSP_25Apr2018,VAEC_AWS_SSP_25Apr2018,Badhan S. Mandal,1_VAEC_AWS_SSP_25Apr2018.pdf,"Survey - 3-2 Media Protection, question - MP-05.E04 Media Transport | Cryptographic Protection"
MP-06.1 Media Sanitization,"VA Handbook 6500, Appendix F","VA Handbook 6500, Appendix F",Badhan S. Mandal,,"Survey - 3-2 Media Protection, question - MP-06.1 Media Sanitization"
MP-06.1 Media Sanitization,VAEC_AWS_SSP_25Apr2018,VAEC_AWS_SSP_25Apr2018,Badhan S. Mandal,,"Survey - 3-2 Media Protection, question - MP-06.1 Media Sanitization"
MP-06.E01 Media Sanitization | Review / Approve / Track / Document / Verify,"VA Handbook 6500, Appendix F","VA Handbook 6500, Appendix F",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 Media Protection, question - MP-06.E01 Media Sanitization | Review / Approve / Track / Document / Verify"
MP-06.E01 Media Sanitization | Review / Approve / Track / Document / Verify,VAEC_AWS_SSP_25Apr2018,VAEC_AWS_SSP_25Apr2018,Badhan S. Mandal,1_VAEC_AWS_SSP_25Apr2018.pdf,"Survey - 3-2 Media Protection, question - MP-06.E01 Media Sanitization | Review / Approve / Track / Document / Verify"
MP-06.E02 Media Sanitization | Equipment Testing,"VA Handbook 6500, Appendix F","VA Handbook 6500, Appendix F",Badhan S. Mandal,,"Survey - 3-2 Media Protection, question - MP-06.E02 Media Sanitization | Equipment Testing"
MP-06.E02 Media Sanitization | Equipment Testing,VAEC_AWS_SSP_25Apr2018,VAEC_AWS_SSP_25Apr2018,Badhan S. Mandal,1_VAEC_AWS_SSP_25Apr2018.pdf,"Survey - 3-2 Media Protection, question - MP-06.E02 Media Sanitization | Equipment Testing"
MP-06.E03 Media Sanitization | Nondestructive Techniques,"VA Handbook 6500, Appendix F","VA Handbook 6500, Appendix F",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 Media Protection, question - MP-06.E03 Media Sanitization | Nondestructive Techniques"
MP-06.E03 Media Sanitization | Nondestructive Techniques,VAEC_AWS_SSP_25Apr2018,VAEC_AWS_SSP_25Apr2018,Badhan S. Mandal,1_VAEC_AWS_SSP_25Apr2018.pdf,"Survey - 3-2 Media Protection, question - MP-06.E03 Media Sanitization | Nondestructive Techniques"
MP-07.1 Media Use,"VA Handbook 6500, Appendix F","VA Handbook 6500, Appendix F",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 Media Protection, question - MP-07.1 Media Use"
MP-07.1 Media Use,VAEC_AWS_SSP_25Apr2018,VAEC_AWS_SSP_25Apr2018,Badhan S. Mandal,1_VAEC_AWS_SSP_25Apr2018.pdf,"Survey - 3-2 Media Protection, question - MP-07.1 Media Use"
MP-07.E01 Media Use | Prohibit Use Without Owner,"VA Handbook 6500, Appendix F","VA Handbook 6500, Appendix F",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 Media Protection, question - MP-07.E01 Media Use | Prohibit Use Without Owner"
MP-07.E01 Media Use | Prohibit Use Without Owner,VAEC_AWS_SSP_25Apr2018,VAEC_AWS_SSP_25Apr2018,Badhan S. Mandal,1_VAEC_AWS_SSP_25Apr2018.pdf,"Survey - 3-2 Media Protection, question - MP-07.E01 Media Use | Prohibit Use Without Owner"
PE-01.1 Physical And Environmental Protection Policy And Procedures,"VA Handbook 6500, Appendix F","VA Handbook 6500, Appendix F",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 Physical and Environmental Protection, question - PE-01.1 Physical And Environmental Protection Policy And Procedures"
PE-01.1 Physical And Environmental Protection Policy And Procedures,VA Handbook 6330,VA Handbook 6330,Badhan S. Mandal,VA Handbook 6330.pdf,"Survey - 3-2 Physical and Environmental Protection, question - PE-01.1 Physical And Environmental Protection Policy And Procedures"
PE-01.1 Physical And Environmental Protection Policy And Procedures,VA Directive 6330,VA Directive 6330,Badhan S. Mandal,VA Directive 6330.pdf,"Survey - 3-2 Physical and Environmental Protection, question - PE-01.1 Physical And Environmental Protection Policy And Procedures"
PE-01.1 Physical And Environmental Protection Policy And Procedures,PE_Physical_and_Environmental_SOP,PE_Physical_and_Environmental_SOP,Badhan S. Mandal,PE_Physical_and_Environmental_SOP.pdf,"Survey - 3-2 Physical and Environmental Protection, question - PE-01.1 Physical And Environmental Protection Policy And Procedures"
PE-02.1 Physical Access Authorizations,VAEC_AWS_SSP_25Apr2018,VAEC_AWS_SSP_25Apr2018,Badhan S. Mandal,1_VAEC_AWS_SSP_25Apr2018.pdf,"Survey - 3-2 Physical and Environmental Protection, question - PE-02.1 Physical Access Authorizations"
PE-02.1 Physical Access Authorizations,PE_Physical_and_Environmental_SOP,PE_Physical_and_Environmental_SOP,Badhan S. Mandal,PE_Physical_and_Environmental_SOP.pdf,"Survey - 3-2 Physical and Environmental Protection, question - PE-02.1 Physical Access Authorizations"
PE-02.1 Physical Access Authorizations,VAEC_AWS_SSP_25Apr2018,VAEC_AWS_SSP_25Apr2018,Badhan S. Mandal,1_VAEC_AWS_SSP_25Apr2018.pdf,"Survey - 3-2 Physical and Environmental Protection, question - PE-02.1 Physical Access Authorizations"
PE-02.1 Physical Access Authorizations,PE_Physical_and_Environmental_SOP,PE_Physical_and_Environmental_SOP,Badhan S. Mandal,PE_Physical_and_Environmental_SOP.pdf,"Survey - 3-2 Physical and Environmental Protection, question - PE-02.1 Physical Access Authorizations"
PE-03.1 Physical Access Control,"VA Handbook 6500, Appendix F","VA Handbook 6500, Appendix F",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 Physical and Environmental Protection, question - PE-03.1 Physical Access Control"
PE-03.1 Physical Access Control,"VAEC_AWS_SSP_25Apr2018,","VAEC_AWS_SSP_25Apr2018,",Badhan S. Mandal,1_VAEC_AWS_SSP_25Apr2018.pdf,"Survey - 3-2 Physical and Environmental Protection, question - PE-03.1 Physical Access Control"
PE-03.1 Physical Access Control,PE_Physical_and_Environmental_SOP,PE_Physical_and_Environmental_SOP,Badhan S. Mandal,PE_Physical_and_Environmental_SOP.pdf,"Survey - 3-2 Physical and Environmental Protection, question - PE-03.1 Physical Access Control"
PE-03.E01 Physical Access Control | Information System Access,"VA Handbook 6500, Appendix F","VA Handbook 6500, Appendix F",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 Physical and Environmental Protection, question - PE-03.E01 Physical Access Control | Information System Access"
PE-03.E01 Physical Access Control | Information System Access,"VAEC_AWS_SSP_25Apr2018,","VAEC_AWS_SSP_25Apr2018,",Badhan S. Mandal,1_VAEC_AWS_SSP_25Apr2018.pdf,"Survey - 3-2 Physical and Environmental Protection, question - PE-03.E01 Physical Access Control | Information System Access"
PE-04.1 Access Control For Transmission Medium,"VA Handbook 6500, Appendix F,","VA Handbook 6500, Appendix F,",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 Physical and Environmental Protection, question - PE-04.1 Access Control For Transmission Medium"
PE-04.1 Access Control For Transmission Medium,"VAEC_AWS_SSP_25Apr2018,","VAEC_AWS_SSP_25Apr2018,",Badhan S. Mandal,1_VAEC_AWS_SSP_25Apr2018.pdf,"Survey - 3-2 Physical and Environmental Protection, question - PE-04.1 Access Control For Transmission Medium"
PE-05.1 Access Control For Output Devices,"VA Handbook 6500, Appendix F","VA Handbook 6500, Appendix F",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 Physical and Environmental Protection, question - PE-05.1 Access Control For Output Devices"
PE-05.1 Access Control For Output Devices,VAEC_AWS_SSP_25Apr2018,VAEC_AWS_SSP_25Apr2018,Badhan S. Mandal,1_VAEC_AWS_SSP_25Apr2018.pdf,"Survey - 3-2 Physical and Environmental Protection, question - PE-05.1 Access Control For Output Devices"
PE-06.1 Monitoring Physical Access,"VA Handbook 6500, Appendix F","VA Handbook 6500, Appendix F",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 Physical and Environmental Protection, question - PE-06.1 Monitoring Physical Access"
PE-06.1 Monitoring Physical Access,"VAEC_AWS_SSP_25Apr2018,","VAEC_AWS_SSP_25Apr2018,",Badhan S. Mandal,1_VAEC_AWS_SSP_25Apr2018.pdf,"Survey - 3-2 Physical and Environmental Protection, question - PE-06.1 Monitoring Physical Access"
PE-06.E01 Monitoring Physical Access | Intrusion Alarms / Surveillance Equipment,"VA Handbook 6500, Appendix F","VA Handbook 6500, Appendix F",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 Physical and Environmental Protection, question - PE-06.E01 Monitoring Physical Access | Intrusion Alarms / Surveillance Equipment"
PE-06.E01 Monitoring Physical Access | Intrusion Alarms / Surveillance Equipment,VAEC_AWS_SSP_25Apr2018,VAEC_AWS_SSP_25Apr2018,Badhan S. Mandal,1_VAEC_AWS_SSP_25Apr2018.pdf,"Survey - 3-2 Physical and Environmental Protection, question - PE-06.E01 Monitoring Physical Access | Intrusion Alarms / Surveillance Equipment"
PE-06.E04 Monitoring Physical Access | Monitoring Physical Access To Information Systems,"VA Handbook 6500, Appendix F","VA Handbook 6500, Appendix F",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 Physical and Environmental Protection, question - PE-06.E04 Monitoring Physical Access | Monitoring Physical Access To Information Systems"
PE-06.E04 Monitoring Physical Access | Monitoring Physical Access To Information Systems,VAEC_AWS_SSP_25Apr2018,VAEC_AWS_SSP_25Apr2018,Badhan S. Mandal,1_VAEC_AWS_SSP_25Apr2018.pdf,"Survey - 3-2 Physical and Environmental Protection, question - PE-06.E04 Monitoring Physical Access | Monitoring Physical Access To Information Systems"
PE-08.1 Visitor Access Records,"VA Handbook 6500, Appendix F","VA Handbook 6500, Appendix F",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 Physical and Environmental Protection, question - PE-08.1 Visitor Access Records"
PE-08.1 Visitor Access Records,"VAEC_AWS_SSP_25Apr2018,","VAEC_AWS_SSP_25Apr2018,",Badhan S. Mandal,1_VAEC_AWS_SSP_25Apr2018.pdf,"Survey - 3-2 Physical and Environmental Protection, question - PE-08.1 Visitor Access Records"
PE-08.E01 Visitor Access Records | Automated Records Maintenance / Review,"VA Handbook 6500, Appendix F","VA Handbook 6500, Appendix F",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 Physical and Environmental Protection, question - PE-08.E01 Visitor Access Records | Automated Records Maintenance / Review"
PE-08.E01 Visitor Access Records | Automated Records Maintenance / Review,VAEC_AWS_SSP_25Apr2018,VAEC_AWS_SSP_25Apr2018,Badhan S. Mandal,1_VAEC_AWS_SSP_25Apr2018.pdf,"Survey - 3-2 Physical and Environmental Protection, question - PE-08.E01 Visitor Access Records | Automated Records Maintenance / Review"
PE-09.1 Power Equipment And Cabling,"VA Handbook 6500, Appendix F","VA Handbook 6500, Appendix F",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 Physical and Environmental Protection, question - PE-09.1 Power Equipment And Cabling"
PE-09.1 Power Equipment And Cabling,VAEC_AWS_SSP_25Apr2018,VAEC_AWS_SSP_25Apr2018,Badhan S. Mandal,1_VAEC_AWS_SSP_25Apr2018.pdf,"Survey - 3-2 Physical and Environmental Protection, question - PE-09.1 Power Equipment And Cabling"
PE-10.1 Emergency Shutoff,"VA Handbook 6500, Appendix F","VA Handbook 6500, Appendix F",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 Physical and Environmental Protection, question - PE-10.1 Emergency Shutoff"
PE-10.1 Emergency Shutoff,VAEC_AWS_SSP_25Apr2018,VAEC_AWS_SSP_25Apr2018,Badhan S. Mandal,1_VAEC_AWS_SSP_25Apr2018.pdf,"Survey - 3-2 Physical and Environmental Protection, question - PE-10.1 Emergency Shutoff"
PE-11.1 Emergency Power,"VA Handbook 6500, Appendix F,","VA Handbook 6500, Appendix F,",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 Physical and Environmental Protection, question - PE-11.1 Emergency Power"
PE-11.1 Emergency Power,VAEC_AWS_SSP_25Apr2018,VAEC_AWS_SSP_25Apr2018,Badhan S. Mandal,1_VAEC_AWS_SSP_25Apr2018.pdf,"Survey - 3-2 Physical and Environmental Protection, question - PE-11.1 Emergency Power"
PE-11.E01 Emergency Power | Long-Term Alternate Power Supply - Minimal Operational Capability,"VA Handbook 6500, Appendix F","VA Handbook 6500, Appendix F",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 Physical and Environmental Protection, question - PE-11.E01 Emergency Power | Long-Term Alternate Power Supply - Minimal Operational Capability"
PE-11.E01 Emergency Power | Long-Term Alternate Power Supply - Minimal Operational Capability,VAEC_AWS_SSP_25Apr2018,VAEC_AWS_SSP_25Apr2018,Badhan S. Mandal,1_VAEC_AWS_SSP_25Apr2018.pdf,"Survey - 3-2 Physical and Environmental Protection, question - PE-11.E01 Emergency Power | Long-Term Alternate Power Supply - Minimal Operational Capability"
PE-12.1 Emergency Lighting,"VA Handbook 6500, Appendix F","VA Handbook 6500, Appendix F",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 Physical and Environmental Protection, question - PE-12.1 Emergency Lighting"
PE-12.1 Emergency Lighting,VAEC_AWS_SSP_25Apr2018,VAEC_AWS_SSP_25Apr2018,Badhan S. Mandal,1_VAEC_AWS_SSP_25Apr2018.pdf,"Survey - 3-2 Physical and Environmental Protection, question - PE-12.1 Emergency Lighting"
PE-13.1 Fire Protection,"VA Handbook 6500, Appendix F","VA Handbook 6500, Appendix F",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 Physical and Environmental Protection, question - PE-13.1 Fire Protection"
PE-13.1 Fire Protection,"VAEC_AWS_SSP_25Apr2018,","VAEC_AWS_SSP_25Apr2018,",Badhan S. Mandal,1_VAEC_AWS_SSP_25Apr2018.pdf,"Survey - 3-2 Physical and Environmental Protection, question - PE-13.1 Fire Protection"
PE-13.E01 Fire Protection | Detection Devices / Systems,"VA Handbook 6500, Appendix F","VA Handbook 6500, Appendix F",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 Physical and Environmental Protection, question - PE-13.E01 Fire Protection | Detection Devices / Systems"
PE-13.E01 Fire Protection | Detection Devices / Systems,VAEC_AWS_SSP_25Apr2018,VAEC_AWS_SSP_25Apr2018,Badhan S. Mandal,1_VAEC_AWS_SSP_25Apr2018.pdf,"Survey - 3-2 Physical and Environmental Protection, question - PE-13.E01 Fire Protection | Detection Devices / Systems"
PE-13.E02 Fire Protection | Suppression Devices / Systems,"VA Handbook 6500, Appendix F","VA Handbook 6500, Appendix F",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 Physical and Environmental Protection, question - PE-13.E02 Fire Protection | Suppression Devices / Systems"
PE-13.E02 Fire Protection | Suppression Devices / Systems,VAEC_AWS_SSP_25Apr2018,VAEC_AWS_SSP_25Apr2018,Badhan S. Mandal,1_VAEC_AWS_SSP_25Apr2018.pdf,"Survey - 3-2 Physical and Environmental Protection, question - PE-13.E02 Fire Protection | Suppression Devices / Systems"
PE-13.E03 Fire Protection | Automatic Fire Suppression,"VA Handbook 6500, Appendix F","VA Handbook 6500, Appendix F",Badhan S. Mandal,VA_Handbook_6500.pdf,"Survey - 3-2 Physical and Environmental Protection, question - PE-13.E03 Fire Protection | Automatic Fire Suppression"
